3.759138,-0.554616,1.120733,-0.528078,-0.171578,-0.820281,0.123064,-0.963042,-0.079441,0.218621,-0.652477,-0.297295,0.484477,-0.251286,0.618343,-0.777133,-0.290063,-0.109737,0.170047,-0.342309,0.047045,0.046330,-0.113522,-0.077719,-0.619921,-0.191798,0.303126,-0.003963,-0.199220,-0.077888,-0.025039,0.017387,0.111173,0.058675,-0.002882,0.029298,0.001931,0.003405,-0.004434,0.028237,0.008339,-0.009515,0.009271,0.007391,0.031887,0.016537,-0.009125,0.006953,-0.015588,0.007773,0.000880,0.015136,0.029548,0.012088,0.006378,0.002152,0.008327,0.005683,0.005264,-0.000884
3.633582,-1.078104,0.294960,0.548892,0.135612,-1.264298,0.823174,-1.081191,0.310622,0.489839,0.393263,0.472752,-0.211749,-0.409341,0.524937,-0.550293,-0.164690,-0.059435,0.159304,-0.458571,0.162846,-0.106627,0.189964,0.101878,0.854008,0.454966,0.228814,0.066984,-0.321921,0.105076,0.054859,-0.014234,0.198417,-0.030298,-0.041528,-0.072830,0.001622,-0.016484,0.021534,0.028068,0.021110,-0.004640,0.010102,-0.018002,-0.005458,-0.016874,-0.000598,0.003855,0.010759,-0.006974,0.018368,0.015885,-0.001997,0.003249,0.018002,0.005471,0.005383,-0.018268,0.007291,0.014611
4.021643,-0.023911,1.019517,-0.795669,0.303591,0.740078,0.788280,0.052860,0.006820,-0.037183,-0.000564,-0.077440,-0.194704,-0.357060,0.515329,-0.608277,-0.226927,-0.079345,0.074189,-0.080358,-0.007386,0.064203,0.038685,0.016580,-0.035746,0.042077,0.028112,0.007025,0.021797,0.015590,0.004505,0.003575,-0.002766,-0.004923,-0.005561,0.000742,-0.005893,0.014594,0.003304,-0.002193,0.000549,-0.008278,-0.007198,-0.002103,0.000751,-0.000308,0.001048,-0.000665,-0.001445,0.003014,0.003849,0.002764,-0.001123,-0.002487,-0.003505,-0.003477,-0.001697,0.003353,0.005868,-0.005756
4.164891,0.006757,-0.106774,-1.108496,0.151233,-0.088605,-0.536662,0.086411,0.221334,0.175854,-0.028014,-0.146965,-0.280716,-0.387808,0.503678,-0.593868,-0.289793,-0.154230,0.049955,-0.054733,-0.084289,0.124497,-0.031974,0.030191,-0.047027,0.017252,0.006376,-0.004227,-0.036034,-0.011330,0.010569,0.022847,0.078244,0.018935,0.013741,0.005336,0.001235,0.001209,0.007650,-0.004087,0.004520,-0.011602,-0.009233,-0.001566,-0.000280,0.004401,-0.001603,-0.003442,-0.007103,-0.000946,-0.000754,0.004289,-0.002892,0.002855,-0.000140,-0.000200,0.001952,0.003518,0.002202,0.000962
4.207055,1.573956,1.065738,-0.405128,0.007213,0.029608,-0.312794,-0.069868,-0.044449,-0.070721,0.034679,-0.219445,-0.420462,-0.416805,0.459432,-0.524468,-0.258739,-0.099583,0.068138,-0.021138,-0.020120,0.155734,0.104175,-0.007458,-0.045838,0.121288,0.086860,-0.012663,0.057332,0.067640,0.023681,-0.029271,-0.050774,-0.018205,0.003834,0.008884,-0.011433,0.007342,0.001431,-0.005775,-0.006797,0.003392,0.003685,0.000225,-0.011231,-0.002189,0.007142,-0.007683,-0.000813,0.000843,0.001148,-0.000249,0.000326,-0.000574,-0.002565,-0.002380,-0.001867,0.000812,0.002033,-0.001603
3.710180,-1.287281,0.082202,1.374629,0.623899,0.759428,-0.721932,-0.249991,-0.816809,0.030603,0.457743,-0.199212,0.385931,-0.297683,0.628366,-0.826492,-0.120680,0.070913,0.137849,-0.133719,-0.211460,0.037627,-0.000078,0.065589,0.034062,0.035078,-0.066212,0.061158,-0.096954,-0.014247,-0.042864,0.024400,-0.048702,0.026969,-0.006033,0.013834,0.012810,0.009606,-0.011583,0.019028,0.005462,-0.001731,0.009546,0.017282,0.016006,0.006269,-0.019403,0.003206,-0.000996,0.002454,-0.004305,-0.016519,0.001204,0.006423,0.005541,0.008193,-0.000748,0.010681,-0.001612,0.007700
4.023000,-1.095773,0.979217,-0.853072,0.282576,0.684481,0.832311,0.107436,0.000681,-0.069541,-0.029447,0.078333,-0.130456,-0.346735,0.539066,-0.624481,-0.234154,-0.077548,0.082638,-0.093222,-0.001233,0.043447,0.024811,0.028093,-0.032327,0.025773,0.017947,0.009986,0.011540,0.001953,0.002000,0.007346,0.000759,-0.001205,-0.008900,-0.004159,-0.002980,0.011370,0.001271,-0.002062,0.000711,-0.010643,-0.010930,-0.002870,0.006329,0.001261,-0.002240,0.002293,-0.002806,0.003025,0.003965,0.002072,-0.000221,-0.001676,-0.003296,-0.002265,-0.001689,0.005018,0.005606,-0.004335
3.871395,-0.004694,0.325081,0.614195,0.134715,-1.086829,0.726780,-1.040058,0.250355,0.461528,0.370041,0.309939,-0.246901,-0.422885,0.499979,-0.549556,-0.175713,-0.040574,0.196911,-0.278326,0.066834,0.074901,0.016445,0.036813,0.002401,0.025954,-0.381741,-0.047877,0.288287,0.045175,0.009159,-0.012891,-0.107234,-0.074678,0.009731,0.021758,0.010667,-0.016754,-0.036518,-0.029447,-0.030591,0.028762,0.014033,-0.008384,-0.025306,-0.017302,0.016525,0.000148,0.004013,0.004248,0.021725,0.011415,0.014833,0.007691,0.001552,0.004645,0.002952,-0.000391,-0.007488,0.007769
4.116136,-0.597335,0.179868,0.881733,0.774668,-0.198914,0.018454,0.338063,-0.625346,-0.083727,-0.384443,0.002996,-0.169615,-0.337525,0.475211,-0.571585,-0.233334,-0.254166,-0.066206,-0.059128,0.062411,0.106990,0.124404,-0.022149,0.008088,0.148785,0.079914,-0.006498,0.122003,0.054359,0.004842,-0.020690,-0.092319,-0.013140,-0.016887,-0.005954,-0.002539,-0.006783,-0.010986,0.006862,-0.002311,0.003732,-0.000272,0.001684,-0.006205,0.010062,-0.015263,-0.001377,-0.000027,-0.000999,0.002295,-0.008008,0.005222,-0.001559,-0.003983,0.006193,-0.003030,0.002354,-0.005851,-0.000896
3.719266,-1.252854,0.194155,1.553820,1.021337,0.250464,-0.266597,-0.465668,0.170066,0.654374,0.183034,0.578552,-0.569799,-0.413011,0.444658,-0.537655,-0.162699,-0.172867,0.073887,0.074504,-0.246718,0.113310,-0.030740,0.019395,-0.179721,0.013697,-0.006175,-0.032881,-0.017303,0.014764,-0.001045,0.005112,0.019125,0.021755,-0.016743,0.006607,0.016030,0.004520,-0.019876,0.006366,0.014437,-0.016967,-0.008572,-0.003940,-0.013842,0.011577,-0.000446,0.009554,-0.001002,0.007849,0.016088,-0.002960,0.005616,0.002577,-0.001546,0.018483,0.006015,0.012528,-0.017084,0.006197
